prisma-findMany,prisma-findMany-filter-paginate-order,prisma-findMany-1-level-nesting,prisma-findFirst,prisma-findFirst-1-level-nesting,prisma-findUnique,prisma-findUnique-1-level-nesting,prisma-create,prisma-nested-create,prisma-update,prisma-nested-update,prisma-upsert,prisma-nested-upsert,prisma-delete
45.56621300000006,2.954211000000214,551.0064559999996,2.9797609999995984,7.625242000000071,1.480149999999412,7.048112000000401,2.5635709999996834,7.149282999999741,2.0862209999995684,4.963411000000633,4.211131000000023,4.421401000000515,8.290342000000237
38.21629899999971,7.46052200000031,558.2891569999992,1.5663699999995515,7.347402000000329,1.0896410000004835,6.916941000000406,2.2701609999994616,6.425602000000254,2.0386909999997442,4.355021999999735,3.999010999999882,4.194140999999945,8.290891999999985
41.439282000000276,2.610060999999405,540.3537619999997,2.3633310000004712,7.908252000000175,3.717732000000069,6.994171999999708,2.5793210000001636,7.033681000000797,2.465980999999374,4.695851000000403,4.239171000000169,4.197481000000153,8.39697200000046
37.54822100000001,5.361321000000316,543.5880450000004,1.5835599999991246,8.420681999999942,1.6200210000006336,7.563801999998759,2.471219999999448,7.189542000000074,2.443180999998731,4.835440999999264,4.14397099999951,4.488691999998991,8.372362999998586
37.83482999999978,2.5578310000000783,522.4034769999998,1.5763409999999567,7.468450999998822,1.2153610000004846,6.922892999999021,2.2875309999999445,6.858801000000312,2.3512009999994916,4.499440999999933,3.934360999999626,4.192690999998376,8.227592000001096
38.34349099999963,2.407611000000543,532.6913299999997,2.3735799999994924,7.994071999999505,1.117339999998876,6.882202000000689,4.920562000001155,6.44299300000057,2.0650300000015704,4.427490999998554,3.9916209999992134,3.9028909999997268,8.13864199999989
38.8781199999994,4.993792000001122,550.2334150000006,1.5913410000011936,7.557501999999658,1.224080000001777,7.020442000000912,4.267941000000064,7.025212000000465,2.0863610000014887,4.910582000000431,4.3761409999988246,4.3535609999999,8.31727200000023
39.5668110000006,3.070480000000316,539.8352129999985,1.625819999999294,9.49058199999854,1.220140999999785,7.001231000000189,2.617390000001251,7.021702000000005,2.0242899999993824,4.993241999998645,4.247580999999627,4.508481999999276,8.291443000000072
44.51510199999939,2.8019309999999678,539.9585910000005,1.6255599999985861,7.5458419999995385,1.2004010000000562,7.025750999999218,2.4123409999992873,7.279022000000623,2.48475099999996,4.8403720000005706,4.458421000001181,4.567741999999271,8.238792000000103
41.58611199999723,2.752990000000864,554.5831749999998,1.654911000001448,7.57958299999882,1.2271699999982957,9.571751999999833,2.620511000000988,7.389311999999336,2.3782909999972617,5.00010100000145,4.475820999999996,4.541960999998992,8.670412999999826
