drizzle-findMany,drizzle-findMany-filter-paginate-order,drizzle-findMany-1-level-nesting,drizzle-findFirst,drizzle-findFirst-1-level-nesting,drizzle-findUnique,drizzle-findUnique-1-level-nesting,drizzle-create,drizzle-nested-create,drizzle-update,drizzle-nested-update,drizzle-upsert,drizzle-nested-upsert,drizzle-delete
76.31493900017813,6.553689999971539,22953.52371200011,3.2491949999239296,7.375504000112414,2.3032599999569356,6.137329000048339,3.676406999817118,12.596758000086993,3.1035050000064075,14.945029000053182,3.614496000111103,8.099997999845073,8.963580999989063
32.919951000018045,3.2051540000829846,29121.127747000195,2.8719730000011623,6.399500000057742,2.3175010001286864,5.937766999937594,3.2177939999382943,9.602813999867067,2.6578919999301434,7.779626999981701,2.7930630000773817,7.112663000123575,7.0517730000428855
35.988535000011325,3.75257800007239,24423.73850700003,2.9102630000561476,6.721851000096649,2.9568539999891073,6.76117099984549,3.779617999913171,16.26106599997729,3.0988140001427382,12.20832600002177,3.2838759999722242,18.856176999863237,16.467156999977306
36.36934099998325,3.1268839999102056,25039.91509899986,2.614991999929771,6.088308000005782,2.0923590001184493,5.740805999841541,3.0332750000525266,13.348503000102937,2.7652829999569803,7.2441340000368655,2.7653530000243336,6.880742000183091,7.56296500004828
30.67173199984245,3.384775999933481,21883.16045500012,2.774231999879703,38.958401000127196,2.428020999999717,11.237240999937057,5.104423000011593,9.890176999848336,3.207745000021532,6.531741000013426,2.8517130000982434,7.332533999811858,7.882077000103891
47.692671000026166,2.9590739998966455,22043.19996899995,2.462541999993846,5.774516999954358,1.9850200000219047,6.3094300001394,3.1769250000361353,8.903872000053525,2.505000999895856,6.714971999870613,2.6528320000506938,6.096458999905735,7.091984000056982
34.06028199987486,5.321005000034347,22345.77721099998,2.8617839999496937,6.332530000014231,2.8576040000189096,6.918074000161141,3.336976000107825,10.147108000004664,2.9492049999535084,7.101805000100285,2.970614999998361,7.926839000079781,7.2721539998892695
31.148191000102088,3.784518000204116,21756.691356000025,3.195365000050515,6.1776580000296235,3.44625600008294,6.308449000120163,3.4218960001599044,10.463649000041187,3.3103249999694526,9.9390250002034,3.4478759998455644,8.050917999818921,7.369104000041261
29.852198999840766,3.676846999907866,22003.72075600014,2.7478730001021177,6.091049000155181,2.0304689998738468,5.627745999954641,3.228194999974221,9.241714000003412,2.7444129998330027,6.280819999985397,2.8738739998079836,12.553279999876395,6.925553000066429
33.24724799999967,3.2059549998957664,23431.506927000126,3.223604999948293,13.885294999927282,2.139058999950066,6.94741200003773,3.024045000085607,11.254413000075147,5.327515000011772,11.727836000034586,2.8965839999727905,7.789046999998391,9.12317300005816
