typeorm-findMany,typeorm-findMany-filter-paginate-order,typeorm-findMany-1-level-nesting,typeorm-findFirst,typeorm-findFirst-1-level-nesting,typeorm-findUnique,typeorm-findUnique-1-level-nesting,typeorm-create,typeorm-nested-create,typeorm-update,typeorm-nested-update,typeorm-upsert,typeorm-nested-upsert,typeorm-delete
32.247812000103295,4.002658999990672,314.9664420001209,3.7459469998721033,19.951672999886796,1.6413980000652373,11.467894000001252,9.606335000135005,7.737996999872848,3.019683999940753,6.916772000025958,7.057511999970302,8.99761199997738,6.893262000055984
29.77511899988167,2.735082000028342,307.6118290000595,1.9922489998862147,20.434585999930277,1.1916249999776483,21.82471100008115,11.086640999885276,6.040777999907732,2.1763399997726083,6.495210000080988,6.2445300000254065,8.056358000030741,8.889372000005096
23.911461000097916,2.8313740000594407,308.45959199988283,1.4919769999105483,39.232053000014275,1.526797000085935,16.16989600006491,5.6593860001303256,6.183599999872968,2.3355009998194873,5.340224999934435,6.0354490000754595,7.698825000086799,6.626211000140756
21.011157999979332,2.7624820000492036,305.7057299998123,1.6170469999779016,22.61175600020215,1.2803760000970215,10.484168000053614,4.1346700000576675,5.616017000051215,2.4779010000638664,5.146393999923021,5.412086000200361,6.937831999966875,8.250308000016958
22.33280500001274,2.5242420001886785,301.4483590000309,1.9214490000158548,28.724195000017062,1.2067160001024604,12.205767000094056,4.281350000062957,5.5309549998492,2.0118789998814464,4.9751530000939965,4.962463000090793,6.10859900014475,6.699892000062391
21.252808999968693,2.605712000047788,305.3078070001211,1.9318090002052486,22.882677000015974,1.2528160000219941,12.591509999940172,4.525381000014022,5.704956999979913,2.5015020000282675,5.5264269998297095,5.0941530000418425,6.3556689999531955,7.378374999854714
23.125327999936417,2.5551120000891387,300.60738499998115,1.7729980000294745,19.363160999957472,1.5999169999267906,19.796243000077084,4.324530999874696,5.75817700009793,2.643152000149712,5.078474000096321,5.257023999933153,6.614430999848992,7.44589399988763
23.479539999971166,2.570882000029087,303.08139599999413,1.7511279999744147,21.285761000122875,1.290656000142917,10.97379200020805,4.805722000077367,6.381269000004977,2.079949000151828,5.2083749999292195,20.642677000025287,7.447015000041574,18.874208000022918
31.140015000011772,2.4925720000173897,465.1012060001958,1.413436000002548,28.17010200000368,2.9408229999244213,20.035243999911472,7.479405000107363,5.490766000002623,2.0759400001261383,4.880622999975458,4.921853000065312,6.329058999894187,10.544119999976829
22.053711999906227,2.5320210000500083,312.47640200005844,1.4171569999307394,17.669181999983266,1.115785000147298,9.613455999875441,4.176988999824971,5.280443999916315,1.999549999833107,5.305965000065044,4.84116299985908,6.280889000045136,7.889176999917254
21.8141230000183,2.357350999955088,302.33229400007986,1.9979589998256415,26.28171300003305,1.1393649999517947,10.056177000049502,4.036777999950573,4.848283000057563,1.9413690001238137,4.6746519999578595,4.855863000033423,5.951788000063971,6.689960999879986
37.90729700005613,3.0619939998723567,301.3763800000306,1.3749870001338422,22.02204400021583,1.146455000154674,14.998420000076294,6.140009000198916,6.228359000058845,2.5716020001564175,8.05185899999924,5.276893999893218,6.443480000132695,7.980958000058308
21.265691000036895,3.1009049999993294,301.0255790001247,1.428857000079006,37.72413600003347,1.3185860000085086,11.10114199994132,4.1584690001327544,5.007092999992892,2.2681499999016523,4.636752000078559,4.885142999934033,5.857277000090107,8.043107999954373
22.918797000078484,2.950694000115618,306.37874199985527,2.0534099999349564,19.23170999996364,1.2878560000099242,10.776570999994874,4.137699000071734,6.793170999968424,2.2083300000522286,4.622012000065297,5.230254999827594,12.173766999971122,7.04455400002189
23.632711000042036,4.098829000024125,303.13968800008297,2.1156300001312047,18.7873879999388,1.3394759998191148,10.9815219999291,4.5043609999120235,6.782561999978498,2.638653000118211,5.649527000030503,4.9281930001452565,7.065752000082284,7.070213000057265
22.369894000003114,2.4550210000015795,307.40096800005995,1.3548160002101213,29.26529600005597,1.2296259999275208,13.25542200007476,4.885743000078946,5.2338849999941885,2.181030999869108,5.218853999860585,4.726992000127211,6.050339000066742,7.265374000184238
24.182632999960333,4.4794709999114275,317.7627059998922,2.1601199998985976,19.55579200014472,1.309326000045985,10.913071000017226,5.5375660001300275,6.5417200000956655,6.963532000081614,6.1163289998658,5.661886000074446,7.390723999822512,7.004812999861315
24.795506000053138,2.4265509999822825,310.98894599988125,2.885162999853492,41.14234200003557,3.197965000057593,19.97242400003597,6.587631000205874,5.318783999886364,2.0792990000918508,4.969602999975905,4.881343999877572,7.476374999852851,9.728465000167489
22.84635699982755,2.4676419999450445,308.38068199995905,2.0814590000081807,40.04618799989112,1.8186890000943094,11.39301300002262,5.345985000021756,5.5463870000094175,1.9859990000259131,5.158903999952599,5.063634000020102,13.446563999867067,6.614571000216529
22.300545000005513,2.5323320000898093,314.39150999998674,1.3833069999236614,29.219996999949217,1.3532869999762625,10.61304899980314,4.447100999997929,5.106613999931142,2.28846099996008,4.722831999883056,4.824532000115141,6.173508999869227,10.209357999963686
